species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,author,year
Vigna lanceolata,C3,-28.52,NA,20.7049006301359,-12.65,132.92,Schmidt et al,NA
Aegialitis rotundifolia,C3,-28.63,NA,20.8149006301359,-12.65,132.92,Schmidt et al,NA
Avicennia marina,C3,-27.925,NA,20.1099006301359,-12.65,132.92,Schmidt et al,NA
Bruguiera sp.,C3,-27.095,NA,19.2799006301359,-12.65,132.92,Schmidt et al,NA
Excoecaria sp.,C3,-26.445,NA,18.6299006301359,-12.65,132.92,Schmidt et al,NA
Lumnitzera sp.,C3,-28.305,NA,20.4899006301359,-12.65,132.92,Schmidt et al,NA
Pluchea sp.,C3,-29.39,NA,21.5749006301359,-12.65,132.92,Schmidt et al,NA
Sesuvium portulacastrum,C3,-26.215,NA,18.3999006301359,-12.65,132.92,Schmidt et al,NA
Thespesia sp.,C3,-30.595,NA,22.7799006301359,-12.65,132.92,Schmidt et al,NA
Xylocarpus moluccensis,C3,-26.15,NA,18.3349006301359,-12.65,132.92,Schmidt et al,NA
Acacia alleniana,C3,-29.16,NA,21.3449006301359,-12.65,132.92,Schmidt et al,NA
Acacia difficilis,C3,-29.39,NA,21.5749006301359,-12.65,132.92,Schmidt et al,NA
Acacia gonocarpa,C3,-27.45,NA,19.6349006301359,-12.65,132.92,Schmidt et al,NA
Acacia lamprocarpa,C3,-27.3,NA,19.4849006301359,-12.65,132.92,Schmidt et al,NA
Acacia latescens,C3,-26.98,NA,19.1649006301359,-12.65,132.92,Schmidt et al,NA
Acacia mimula,C3,-28.81,NA,20.9949006301359,-12.65,132.92,Schmidt et al,NA
Acacia multisiliqua,C3,-28.29,NA,20.4749006301359,-12.65,132.92,Schmidt et al,NA
Acacia oncinocarpa,C3,-27.7,NA,19.8849006301359,-12.65,132.92,Schmidt et al,NA
Allosyncarpia ternata,C3,-28.13,NA,20.3149006301359,-12.65,132.92,Schmidt et al,NA
Alyxia oblongata,C3,-28.5,NA,20.6849006301359,-12.65,132.92,Schmidt et al,NA
Ampelocissus acetosa,C3,-28.27,NA,20.4549006301359,-12.65,132.92,Schmidt et al,NA
Actinoschoenus thouarsii,C3,-28.12,NA,20.3049006301359,-12.65,132.92,Schmidt et al,NA
Bossiaea bossiaeoides,C3,-26.79,NA,18.9749006301359,-12.65,132.92,Schmidt et al,NA
Brachychiton megaphyllus,C3,-28.91,NA,21.0949006301359,-12.65,132.92,Schmidt et al,NA
Buchanania obovata,C3,-28.12,NA,20.3049006301359,-12.65,132.92,Schmidt et al,NA
Cajanus acutifolius,C3,-28.73,NA,20.9149006301359,-12.65,132.92,Schmidt et al,NA
Calycopeplus collinus,C3,-27.93,NA,20.1149006301359,-12.65,132.92,Schmidt et al,NA
Calytrix achaeta,C3,-28.84,NA,21.0249006301359,-12.65,132.92,Schmidt et al,NA
Calytrix exstipulata,C3,-29.06,NA,21.2449006301359,-12.65,132.92,Schmidt et al,NA
Cartonema parviflorum,C3,-29.62,NA,21.8049006301359,-12.65,132.92,Schmidt et al,NA
Clerodendron sp.,C3,-31.65,NA,23.8349006301359,-12.65,132.92,Schmidt et al,NA
Cochlospermum fraseri,C3,-28.19,NA,20.3749006301359,-12.65,132.92,Schmidt et al,NA
Corymbia latifolia,C3,-28.67,NA,20.8549006301359,-12.65,132.92,Schmidt et al,NA
Corymbia porrecta,C3,-28.62,NA,20.8049006301359,-12.65,132.92,Schmidt et al,NA
Dampiera sp.,C3,-29.48,NA,21.6649006301359,-12.65,132.92,Schmidt et al,NA
Dianella sp.,C3,-30.04,NA,22.2249006301359,-12.65,132.92,Schmidt et al,NA
Dolichandrone filiformis,C3,-28.73,NA,20.9149006301359,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-28.43,NA,20.6149006301359,-12.65,132.92,Schmidt et al,NA
Eucalyptus miniata,C3,-28.87,NA,21.0549006301359,-12.65,132.92,Schmidt et al,NA
Eucalyptus tetrodonta,C3,-27.93,NA,20.1149006301359,-12.65,132.92,Schmidt et al,NA
Evolvulus alsinoides,C3,-27.42,NA,19.6049006301359,-12.65,132.92,Schmidt et al,NA
Exocarpos latifolius,C3,-30.11,NA,22.2949006301359,-12.65,132.92,Schmidt et al,NA
Ficus opposita,C3,-29.53,NA,21.7149006301359,-12.65,132.92,Schmidt et al,NA
Fimbristylis sp.,C3,-25.64,NA,17.8249006301359,-12.65,132.92,Schmidt et al,NA
Flemingia parviflora,C3,-27.89,NA,20.0749006301359,-12.65,132.92,Schmidt et al,NA
Galactia megalophylla,C3,-28.48,NA,20.6649006301359,-12.65,132.92,Schmidt et al,NA
Galactia latifolia,C3,-30.67,NA,22.8549006301359,-12.65,132.92,Schmidt et al,NA
Gardenia ewartii,C3,-28.74,NA,20.9249006301359,-12.65,132.92,Schmidt et al,NA
Gompholobium subulatum,C3,-29.71,NA,21.8949006301359,-12.65,132.92,Schmidt et al,NA
Goodenia sp.,C3,-30.41,NA,22.5949006301359,-12.65,132.92,Schmidt et al,NA
Grevillea decurrens,C3,-29.03,NA,21.2149006301359,-12.65,132.92,Schmidt et al,NA
Grevillea mimosoides,C3,-29.38,NA,21.5649006301359,-12.65,132.92,Schmidt et al,NA
Grevillea pteridifolia,C3,-29.85,NA,22.0349006301359,-12.65,132.92,Schmidt et al,NA
Haemodorum coccineum,C3,-28.01,NA,20.1949006301359,-12.65,132.92,Schmidt et al,NA
Hibiscus meraukensis,C3,-28.91,NA,21.0949006301359,-12.65,132.92,Schmidt et al,NA
Livistona humilis,C3,-29.05,NA,21.2349006301359,-12.65,132.92,Schmidt et al,NA
Livistona inermis,C3,-28.36,NA,20.5449006301359,-12.65,132.92,Schmidt et al,NA
Lophostemon lactifluus,C3,-30.68,NA,22.8649006301359,-12.65,132.92,Schmidt et al,NA
Maytenus ferdinandi,C3,-27.64,NA,19.8249006301359,-12.65,132.92,Schmidt et al,NA
Owenia vernicosa,C3,-28.33,NA,20.5149006301359,-12.65,132.92,Schmidt et al,NA
Pachynema sp.,C3,-26.65,NA,18.8349006301359,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-28.52,NA,20.7049006301359,-12.65,132.92,Schmidt et al,NA
Persoonia falcata,C3,-29.68,NA,21.8649006301359,-12.65,132.92,Schmidt et al,NA
Petalostigma pubescens,C3,-27.82,NA,20.0049006301359,-12.65,132.92,Schmidt et al,NA
Planchonia careya,C3,-27.92,NA,20.1049006301359,-12.65,132.92,Schmidt et al,NA
Portulaca bicolor,C3,-28.4,NA,20.5849006301359,-12.65,132.92,Schmidt et al,NA
Sauropus sp.,C3,-30.64,NA,22.8249006301359,-12.65,132.92,Schmidt et al,NA
Stylosanthes hamata,C3,-30.48,NA,22.6649006301359,-12.65,132.92,Schmidt et al,NA
Tacca leontopetaloides,C3,-28.38,NA,20.5649006301359,-12.65,132.92,Schmidt et al,NA
Tephrosia remotiflora,C3,-28.2,NA,20.3849006301359,-12.65,132.92,Schmidt et al,NA
Terminalia carpentariae,C3,-27.3,NA,19.4849006301359,-12.65,132.92,Schmidt et al,NA
Terminalia ferdinandiana,C3,-28.15,NA,20.3349006301359,-12.65,132.92,Schmidt et al,NA
Terminalia grandiflora,C3,-28.52,NA,20.7049006301359,-12.65,132.92,Schmidt et al,NA
Terminalia latipes,C3,-27.63,NA,19.8149006301359,-12.65,132.92,Schmidt et al,NA
Thecanthes sp.,C3,-29.89,NA,22.0749006301359,-12.65,132.92,Schmidt et al,NA
Uraria sp.,C3,-30.65,NA,22.8349006301359,-12.65,132.92,Schmidt et al,NA
Vitex acuminata,C3,-26.51,NA,18.6949006301359,-12.65,132.92,Schmidt et al,NA
Waltheria sp.,C3,-28.32,NA,20.5049006301359,-12.65,132.92,Schmidt et al,NA
Xanthostemon paradoxus,C3,-27.54,NA,19.7249006301359,-12.65,132.92,Schmidt et al,NA
Acacia dimidiata,C3,-29.44,NA,21.6249006301359,-12.65,132.92,Schmidt et al,NA
Barringtonia acutangula,C3,-28.58,NA,20.7649006301359,-12.65,132.92,Schmidt et al,NA
Centipeda sp.,C3,-30.55,NA,22.7349006301359,-12.65,132.92,Schmidt et al,NA
Coldenia procumbens,C3,-28.99,NA,21.1749006301359,-12.65,132.92,Schmidt et al,NA
Commelina sp.,C3,-29.51,NA,21.6949006301359,-12.65,132.92,Schmidt et al,NA
Cyperus aquatilis,C3,-27.68,NA,19.8649006301359,-12.65,132.92,Schmidt et al,NA
Eucalyptus bigalerita,C3,-29.88,NA,22.0649006301359,-12.65,132.92,Schmidt et al,NA
Glinus sp.,C3,-30.85,NA,23.0349006301359,-12.65,132.92,Schmidt et al,NA
Goodenia sp.,C3,-27.86,NA,20.0449006301359,-12.65,132.92,Schmidt et al,NA
Hyptis sp.,C3,-31.39,NA,23.5749006301359,-12.65,132.92,Schmidt et al,NA
Limnophila sp.,C3,-28.89,NA,21.0749006301359,-12.65,132.92,Schmidt et al,NA
Livistona sp.,C3,-29.33,NA,21.5149006301359,-12.65,132.92,Schmidt et al,NA
Lophostemon lactifluus,C3,-29.71,NA,21.8949006301359,-12.65,132.92,Schmidt et al,NA
Ludwigia octovalvis,C3,-29.69,NA,21.8749006301359,-12.65,132.92,Schmidt et al,NA
Melaleuca quinquenervia,C3,-30.27,NA,22.4549006301359,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-29.58,NA,21.7649006301359,-12.65,132.92,Schmidt et al,NA
Phyllanthus carpentariae,C3,-27.89,NA,20.0749006301359,-12.65,132.92,Schmidt et al,NA
Abrus precatorius,C3,-29.94,NA,22.1249006301359,-12.65,132.92,Schmidt et al,NA
Acacia auriculiformis,C3,-29.67,NA,21.8549006301359,-12.65,132.92,Schmidt et al,NA
Adenanthera intermedia,C3,-28.36,NA,20.5449006301359,-12.65,132.92,Schmidt et al,NA
Alstonia actinophylla,C3,-28.54,NA,20.7249006301359,-12.65,132.92,Schmidt et al,NA
Ampelocissus acetosa,C3,-30.63,NA,22.8149006301359,-12.65,132.92,Schmidt et al,NA
Bidens bipinnata,C3,-30.55,NA,22.7349006301359,-12.65,132.92,Schmidt et al,NA
Cathormion umbellatum,C3,-28.88,NA,21.0649006301359,-12.65,132.92,Schmidt et al,NA
Cayratia sp,C3,-32.02,NA,24.2049006301359,-12.65,132.92,Schmidt et al,NA
Cupaniopsis anacardioides,C3,-30.99,NA,23.1749006301359,-12.65,132.92,Schmidt et al,NA
Dioscorea bulbifera,C3,-31.55,NA,23.7349006301359,-12.65,132.92,Schmidt et al,NA
Dunbaria sp.,C3,-32.33,NA,24.5149006301359,-12.65,132.92,Schmidt et al,NA
Elaeocarpus arnhemicus,C3,-30.55,NA,22.7349006301359,-12.65,132.92,Schmidt et al,NA
Eucalyptus alba,C3,-29.66,NA,21.8449006301359,-12.65,132.92,Schmidt et al,NA
Euphorbia hirta,C3,-30.96,NA,23.1449006301359,-12.65,132.92,Schmidt et al,NA
Exocarpos latifolius,C3,-30.54,NA,22.7249006301359,-12.65,132.92,Schmidt et al,NA
Ficus scobina,C3,-28.97,NA,21.1549006301359,-12.65,132.92,Schmidt et al,NA
Flagellaria guineensis,C3,-30.19,NA,22.3749006301359,-12.65,132.92,Schmidt et al,NA
Ganophyllum falcatum,C3,-28.53,NA,20.7149006301359,-12.65,132.92,Schmidt et al,NA
Glycine tomentella,C3,-29.79,NA,21.9749006301359,-12.65,132.92,Schmidt et al,NA
Glycosmis trifoliata,C3,-31.02,NA,23.2049006301359,-12.65,132.92,Schmidt et al,NA
Hibiscus meraukensis,C3,-30.21,NA,22.3949006301359,-12.65,132.92,Schmidt et al,NA
Hyptis sp.,C3,-32.44,NA,24.6249006301359,-12.65,132.92,Schmidt et al,NA
Indigofera astragalina,C3,-30.96,NA,23.1449006301359,-12.65,132.92,Schmidt et al,NA
Litsea glutinosa,C3,-29.53,NA,21.7149006301359,-12.65,132.92,Schmidt et al,NA
Luffa aegyptiaca,C3,-31.29,NA,23.4749006301359,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-30.55,NA,22.7349006301359,-12.65,132.92,Schmidt et al,NA
Passiflora arizonica,C3,-29.62,NA,21.8049006301359,-12.65,132.92,Schmidt et al,NA
Planchonia careya,C3,-27.75,NA,19.9349006301359,-12.65,132.92,Schmidt et al,NA
Senna obtusifolia,C3,-31.98,NA,24.1649006301359,-12.65,132.92,Schmidt et al,NA
Sida acuta,C3,-29.5,NA,21.6849006301359,-12.65,132.92,Schmidt et al,NA
Smilax australis,C3,-31.14,NA,23.3249006301359,-12.65,132.92,Schmidt et al,NA
Sterculia quadrifida,C3,-28.84,NA,21.0249006301359,-12.65,132.92,Schmidt et al,NA
Strychnos lucida,C3,-29.96,NA,22.1449006301359,-12.65,132.92,Schmidt et al,NA
Stylosanthes hamata,C3,-30.68,NA,22.8649006301359,-12.65,132.92,Schmidt et al,NA
Tacca leontopetaloides,C3,-31.41,NA,23.5949006301359,-12.65,132.92,Schmidt et al,NA
Terminalia microcarpa,C3,-28.91,NA,21.0949006301359,-12.65,132.92,Schmidt et al,NA
Trema tomentosa,C3,-31.23,NA,23.4149006301359,-12.65,132.92,Schmidt et al,NA
Vitex acuminata,C3,-27.93,NA,20.1149006301359,-12.65,132.92,Schmidt et al,NA
Wrightia arborea,C3,-27.95,NA,20.1349006301359,-12.65,132.92,Schmidt et al,NA
Acacia sp.,C3,-31.18,NA,23.3649006301359,-12.65,132.92,Schmidt et al,NA
Alphitonia excelsa,C3,-30.24,NA,22.4249006301359,-12.65,132.92,Schmidt et al,NA
Alysicarpus schomburgkii,C3,-31.24,NA,23.4249006301359,-12.65,132.92,Schmidt et al,NA
Ampelocissus acetosa,C3,-29.17,NA,21.3549006301359,-12.65,132.92,Schmidt et al,NA
Actinoschoenus thouarsii,C3,-28.34,NA,20.5249006301359,-12.65,132.92,Schmidt et al,NA
Buchanania obovata,C3,-29.145,NA,21.3299006301359,-12.65,132.92,Schmidt et al,NA
Corymbia bleeseri,C3,-28.395,NA,20.5799006301359,-12.65,132.92,Schmidt et al,NA
Corymbia porrecta,C3,-28.665,NA,20.8499006301359,-12.65,132.92,Schmidt et al,NA
Crotalaria novae-hollandiae,C3,-30.55,NA,22.7349006301359,-12.65,132.92,Schmidt et al,NA
Desmodium brownii,C3,-30.73,NA,22.9149006301359,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-28.705,NA,20.8899006301359,-12.65,132.92,Schmidt et al,NA
Eucalyptus miniata,C3,-29.4,NA,21.5849006301359,-12.65,132.92,Schmidt et al,NA
Eucalyptus tetrodonta,C3,-29.025,NA,21.2099006301359,-12.65,132.92,Schmidt et al,NA
Ficus opposita,C3,-29.68,NA,21.8649006301359,-12.65,132.92,Schmidt et al,NA
Galactia latifolia,C3,-30.69,NA,22.8749006301359,-12.65,132.92,Schmidt et al,NA
Gardenia ewartii,C3,-30.865,NA,23.0499006301359,-12.65,132.92,Schmidt et al,NA
Indigofera linifolia,C3,-30.52,NA,22.7049006301359,-12.65,132.92,Schmidt et al,NA
Kailarsenia suffruticosa,C3,-28.99,NA,21.1749006301359,-12.65,132.92,Schmidt et al,NA
Livistona humilis,C3,-28.36,NA,20.5449006301359,-12.65,132.92,Schmidt et al,NA
Lomandra sp.,C3,-26.49,NA,18.6749006301359,-12.65,132.92,Schmidt et al,NA
Pachynema junceum,C3,-29.7,NA,21.8849006301359,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-28.75,NA,20.9349006301359,-12.65,132.92,Schmidt et al,NA
Parinari corymbosa,C3,-30.305,NA,22.4899006301359,-12.65,132.92,Schmidt et al,NA
Petalostigma pubescens,C3,-27.885,NA,20.0699006301359,-12.65,132.92,Schmidt et al,NA
Planchonia careya,C3,-28.075,NA,20.2599006301359,-12.65,132.92,Schmidt et al,NA
Polygala sp.,C3,-30,NA,22.1849006301359,-12.65,132.92,Schmidt et al,NA
Terminalia carpentariae,C3,-28.89,NA,21.0749006301359,-12.65,132.92,Schmidt et al,NA
Allosyncarpia ternata,C3,-30.65,NA,22.8349006301359,-12.65,132.92,Schmidt et al,NA
Carpentaria acuminata,C3,-34.05,NA,26.2349006301359,-12.65,132.92,Schmidt et al,NA
Epipremnum amplissimum,C3,-35.02,NA,27.2049006301359,-12.65,132.92,Schmidt et al,NA
Erythrophleum chlorostachys,C3,-29.14,NA,21.3249006301359,-12.65,132.92,Schmidt et al,NA
Fagraea racemosa,C3,-32.48,NA,24.6649006301359,-12.65,132.92,Schmidt et al,NA
Flagellaria guineensis,C3,-32.655,NA,24.8399006301359,-12.65,132.92,Schmidt et al,NA
Gmelina sp.,C3,-30.675,NA,22.8599006301359,-12.65,132.92,Schmidt et al,NA
Helicia australasica,C3,-32.355,NA,24.5399006301359,-12.65,132.92,Schmidt et al,NA
Ilex arnhemensis,C3,-30.605,NA,22.7899006301359,-12.65,132.92,Schmidt et al,NA
Lindsaea sp.,C3,-32.115,NA,24.2999006301359,-12.65,132.92,Schmidt et al,NA
Lophopetalum arnhemicum,C3,-30.77,NA,22.9549006301359,-12.65,132.92,Schmidt et al,NA
Melastoma malabathricum,C3,-31.195,NA,23.3799006301359,-12.65,132.92,Schmidt et al,NA
Melicope elleryana,C3,-32.55,NA,24.7349006301359,-12.65,132.92,Schmidt et al,NA
Myristica insipida,C3,-33.185,NA,25.3699006301359,-12.65,132.92,Schmidt et al,NA
Myrsine benthamiana,C3,-30.775,NA,22.9599006301359,-12.65,132.92,Schmidt et al,NA
Pandanus odorifer,C3,-32.37,NA,24.5549006301359,-12.65,132.92,Schmidt et al,NA
Scleria sp.,C3,-31.23,NA,23.4149006301359,-12.65,132.92,Schmidt et al,NA
Syzygium forte,C3,-30.12,NA,22.3049006301359,-12.65,132.92,Schmidt et al,NA
Xanthostemon eucalyptoides,C3,-29.4775,NA,21.6624006301359,-12.65,132.92,Schmidt et al,NA
Corymbia calophylla,C3,-28.27,NA,20.2387947319594,-34.53,116.01,Schulze_etal,2006
Eucalyptus marginata,C3,-27.64,NA,19.6087947319594,-34.53,116.01,Schulze_etal,2006
Eucalyptus lesouefii,C3,-25.5,NA,17.4693738147971,-30.643,121.454,Schulze_etal,2006
Eucalyptus salmonophloia,C3,-25.62666667,NA,17.5960404847971,-30.643,121.454,Schulze_etal,2006
Larix decidua,C3,-28,20.68,20.68,46.25,14.55,Kloeppel_etal,1998
Picea abies,C3,-26.14,18.73,18.73,46.25,14.55,Kloeppel_etal,1998
Carex ensifolia,C3,NA,19.7,19.7,68,45,Welker_etal,2003
Acacia mimula,C3,-28.9,21.7,21.7,-12.683,132.383,Schulze_etal,1998
Buchanania obovata,C3,-26.75,19.47,19.47,-12.683,132.383,Schulze_etal,1998
Erythrophleum chlorostachys,C3,-25.7,18.4,18.4,-12.683,132.383,Schulze_etal,1998
Corymbia clavigera,C3,-26.2,18.9,18.9,-12.683,132.383,Schulze_etal,1998
Eucalyptus miniata,C3,-27.9,20.7,20.7,-12.683,132.383,Schulze_etal,1998
Corymbia porrecta,C3,-28.8,21.6,21.6,-12.683,132.383,Schulze_etal,1998
Eucalyptus tectifica,C3,-26.2,18.9,18.9,-12.683,132.383,Schulze_etal,1998
Eucalyptus tetrodonta,C3,-27.2,19.9,19.9,-12.683,132.383,Schulze_etal,1998
Livistona humilis,C3,-29.3,22.1,22.1,-12.683,132.383,Schulze_etal,1998
Planchonia careya,C3,-25.3,17.95,17.95,-12.683,132.383,Schulze_etal,1998
Xanthostemon paradoxus,C3,-25.8,18.48,18.48,-12.683,132.383,Schulze_etal,1998
Alopecurus alpinus,C3,-30.3,NA,23.0634009499675,78.533,-72.383,Blake_etal,1977
Acacia dimidiata,C3,-26.1,18.79,18.79,-14.3,132.083,Schulze_etal,1998
Bauhinia cunninghamii,C3,-27.4,20.15,20.15,-14.3,132.083,Schulze_etal,1998
Buchanania obovata,C3,-27.1,19.84,19.84,-14.3,132.083,Schulze_etal,1998
Corymbia bleeseri,C3,-26.9,19.63,19.63,-14.3,132.083,Schulze_etal,1998
Eucalyptus confertiflora,C3,-27.2,19.94,19.94,-14.3,132.083,Schulze_etal,1998
Eucalyptus miniata,C3,-27.2,20,20,-14.3,132.083,Schulze_etal,1998
Eucalyptus tectifica,C3,-26,18.6,18.6,-14.3,132.083,Schulze_etal,1998
Eucalyptus tetrodonta,C3,-27,19.7,19.7,-14.3,132.083,Schulze_etal,1998
Grevillea pyramidalis,C3,-25.3,17.95,17.95,-14.3,132.083,Schulze_etal,1998
Petalostigma pubescens,C3,-29.8,22.68,22.68,-14.3,132.083,Schulze_etal,1998
Planchonia careya,C3,-27,19.73,19.73,-14.3,132.083,Schulze_etal,1998
Haplocarpha rueppellii,C3,-24.76,NA,17.2572578668885,-0.2,37.3,Korner_etal,1988
Lobelia telekii,C3,-25.72,NA,18.2172578668885,-0.2,37.3,Korner_etal,1988
Dendrosenecio brassiciformis,C3,-23.54,NA,16.0372578668885,-0.2,37.3,Korner_etal,1988
Dendrosenecio keniodendron,C3,-23.955,NA,16.4522578668885,-0.2,37.3,Korner_etal,1988
Acacia tortilis,C3,-27.962,NA,19.9874963840303,2.583,37.88,Otieno_etal,2005
Acacia xanthophloea,C3,-26.936,NA,18.9614963840303,2.583,37.88,Otieno_etal,2005
Acacia colei,C3,-27.9,20.68,20.68,-16.117,130.917,Schulze_etal,1998
Bauhinia cunninghamii,C3,-27.7,20.47,20.47,-16.117,130.917,Schulze_etal,1998
Carissa spinarum,C3,-28.9,21.73,21.73,-16.117,130.917,Schulze_etal,1998
Eucalyptus brevifolia,C3,-26.4,19.1,19.1,-16.117,130.917,Schulze_etal,1998
Eucalyptus pruinosa,C3,-27.6,19.63,20.365,-16.117,130.917,Schulze_etal,1998
Eucalyptus tectifica,C3,-25.9,18.6,18.6,-16.117,130.917,Schulze_etal,1998
Corymbia bleeseri,C3,-27,19.7,19.7,-16.117,130.917,Schulze_etal,1998
Hakea arborescens,C3,-26.5,19.21,19.21,-16.117,130.917,Schulze_etal,1998
Melaleuca sp,C3,-27.4,20.15,20.15,-16.117,130.917,Schulze_etal,1998
Picea abies/obovata,C3,-28.00666667,NA,20.2569038851673,67.81,20.33,unpub,NA
Larix decidua,C3,-28.15,20.84,20.84,46.4,9.8,Kloeppel_etal,1998
Picea abies,C3,-27.11,19.75,19.75,46.4,9.8,Kloeppel_etal,1998
Chimarrhis turbinata,C3,-29.51,NA,21.571379703886,-3,-55,unpub,NA
Cariniana estrellensis,C3,-32.355,NA,24.416379703886,-3,-55,unpub,NA
Derris sp,C3,-34.86,NA,26.921379703886,-3,-55,unpub,NA
Duguetia flagellaris,C3,-34.175,NA,26.236379703886,-3,-55,unpub,NA
Eschweilera pedicellata,C3,-33.06907511,NA,25.130454813886,-3,-55,unpub,NA
Eschweilera sp,C3,-29.14333333,NA,21.204713033886,-3,-55,unpub,NA
Eschweilera wachenheimii,C3,-29.68023207,NA,21.741611773886,-3,-55,unpub,NA
Fusaea longifolia,C3,-31.66588543,NA,23.727265133886,-3,-55,unpub,NA
Talisia japurensis,C3,-34.905,NA,26.966379703886,-3,-55,unpub,NA
Lecythis lurida,C3,-30.0501105,NA,22.111490203886,-3,-55,unpub,NA
Holopsidium sp,C3,-29.71,NA,21.771379703886,-3,-55,unpub,NA
Inga laterifolia,C3,-35.27,NA,27.331379703886,-3,-55,unpub,NA
Lauracea sixtonia,C3,-28.985,NA,21.046379703886,-3,-55,unpub,NA
Lecythis eschilera,C3,-29.92,NA,21.981379703886,-3,-55,unpub,NA
Manilkara huberi,C3,-30.54886765,NA,22.610247353886,-3,-55,unpub,NA
Micropholis guyanensis,C3,-28.98122191,NA,21.042601613886,-3,-55,unpub,NA
Micropholis guyanensis,C3,-29.99,NA,22.051379703886,-3,-55,unpub,NA
Pouteria caimito,C3,-30.26857143,NA,22.329951133886,-3,-55,unpub,NA
Rinorea guianensis,C3,-31.11940447,NA,23.180784173886,-3,-55,unpub,NA
Rinorea sp,C3,-31.63,NA,23.691379703886,-3,-55,unpub,NA
Schefflera sp,C3,-28.57,NA,20.631379703886,-3,-55,unpub,NA
Scheuchzeria sp,C3,-28.6725,NA,20.733879703886,-3,-55,unpub,NA
Sextonia rubra,C3,-28.47,NA,20.531379703886,-3,-55,unpub,NA
Sloanea macrophylla,C3,-32.769769215,NA,24.831148918886,-3,-55,unpub,NA
Sloanea sp1,C3,-32.01,NA,24.071379703886,-3,-55,unpub,NA
Handroanthus heptaphyllus,C3,-31.07420563,NA,23.135585333886,-3,-55,unpub,NA
Tachigali myrmecophila,C3,-32.4687947,NA,24.530174403886,-3,-55,unpub,NA
Tachigali sp,C3,-33.33,NA,25.391379703886,-3,-55,unpub,NA
Trattinnickia panamensis,C3,-31.56107978,NA,23.622459483886,-3,-55,unpub,NA
Carex ensifolia,C3,NA,20.1,20.1,69.017,49.367,Welker_etal,2003
Colubrina oppositifolia,C3,-25.14,NA,17.2035196716178,19.77,-155.933,Sandquist_etal,2007
Diospyros sandwicensis,C3,-27.135,NA,19.1985196716178,19.77,-155.933,Sandquist_etal,2007
Metrosideros polymorpha,C3,-28.1,NA,20.1635196716178,19.77,-155.933,Sandquist_etal,2007
Pouteria sandwicensis,C3,-27.095,NA,19.1585196716178,19.77,-155.933,Sandquist_etal,2007
Psydrax odorata,C3,-25.825,NA,17.8885196716178,19.77,-155.933,Sandquist_etal,2007
Santalum paniculatum,C3,-26.065,NA,18.1285196716178,19.77,-155.933,Sandquist_etal,2007
Acacia sp,C3,-27.1,NA,19.0722948697992,-23,31.483,Codron_etal,2005
Afzelia quanzensis,C3,-26.5,NA,18.4722948697992,-23,31.483,Codron_etal,2005
Aristida sp.,C4,-12.5,NA,4.47229486979921,-23,31.483,Codron_etal,2005
Bothriochloa sp.,C4,-11.9,NA,3.87229486979921,-23,31.483,Codron_etal,2005
Cassia abbreviata,C3,-27.4,NA,19.3722948697992,-23,31.483,Codron_etal,2005
Cenchrus ciliaris,C4,-11.7,NA,3.67229486979921,-23,31.483,Codron_etal,2005
Chloris sp.,C4,-12.8,NA,4.77229486979921,-23,31.483,Codron_etal,2005
Combretum sp.,C3,-25.7,NA,17.6722948697992,-23,31.483,Codron_etal,2005
Dactyloctenium australe,C4,-12.8,NA,4.77229486979921,-23,31.483,Codron_etal,2005
Alantsilodendron pilosum,C3,-26.4,NA,18.3722948697992,-23,31.483,Codron_etal,2005
Digitaria eriantha,C4,-11.2,NA,3.17229486979921,-23,31.483,Codron_etal,2005
Enneapogon cenchroides,C4,-12.5,NA,4.47229486979921,-23,31.483,Codron_etal,2005
Eragrostis sp.,C4,-12.5,NA,4.47229486979921,-23,31.483,Codron_etal,2005
Ficus sycomorus,C3,-29.2,NA,21.1722948697992,-23,31.483,Codron_etal,2005
Grewia sp.,C3,-26.9,NA,18.8722948697992,-23,31.483,Codron_etal,2005
Gymnosporia sp.,C3,-27.4,NA,19.3722948697992,-23,31.483,Codron_etal,2005
Heteropogon contortus,C4,-11.6,NA,3.57229486979921,-23,31.483,Codron_etal,2005
Panicum coloratum,C4,-12.2,NA,4.17229486979921,-23,31.483,Codron_etal,2005
Panicum maximum,C4,-12.3,NA,4.27229486979921,-23,31.483,Codron_etal,2005
Panicum repens,C4,-11.9,NA,3.87229486979921,-23,31.483,Codron_etal,2005
Setaria sp.,C4,-10.5,NA,2.47229486979921,-23,31.483,Codron_etal,2005
Spirostachys africana,C3,-25.4,NA,17.3722948697992,-23,31.483,Codron_etal,2005
Strychnos madagascariensis,C3,-28.7,NA,20.6722948697992,-23,31.483,Codron_etal,2005
Themeda laxa,C4,-11.7,NA,3.67229486979921,-23,31.483,Codron_etal,2005
Urochloa mosambicensis,C4,-11.9,NA,3.87229486979921,-23,31.483,Codron_etal,2005
