species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,author,year
Achillea millefolium,C3,NA,20.6,20.6,40.433,22,Tsialtas_etal,2001
Festuca valida,C3,NA,19.5,19.5,40.433,22,Tsialtas_etal,2001
Lolium perenne,C3,NA,20.9,20.9,40.433,22,Tsialtas_etal,2001
Plantago dubia,C3,NA,20.8333,20.8333,40.433,22,Tsialtas_etal,2001
Poa arida,C3,NA,18.1,18.1,40.433,22,Tsialtas_etal,2001
Taraxacum albidum,C3,NA,21.3,21.3,40.433,22,Tsialtas_etal,2001
Trifolium repens,C3,NA,21.7333,21.7333,40.433,22,Tsialtas_etal,2001
Acacia galpinii,C3,-24.42,NA,17.0280622685194,-22.7,15.8,Schulze_etal,1996
Adenolobus pechuelii,C3,-25.39,NA,17.9980622685194,-22.7,15.8,Schulze_etal,1996
Amphiasma merenskyanum,C3,-24.57,NA,17.1780622685194,-22.7,15.8,Schulze_etal,1996
Cadaba aphylla,C4,-16.93,NA,9.53806226851937,-22.7,15.8,Schulze_etal,1996
Copaiba mopane,C3,-22.54,NA,15.1480622685194,-22.7,15.8,Schulze_etal,1996
Commiphora angolensis,C3,-23.95,NA,16.5580622685194,-22.7,15.8,Schulze_etal,1996
Cryptolepis decidua,C3,-23.3,NA,15.9080622685194,-22.7,15.8,Schulze_etal,1996
Eragrostis nindensis,C4,-12.64,NA,5.24806226851937,-22.7,15.8,Schulze_etal,1996
Euphorbia transvaalensis,CAM,-15.36,NA,7.96806226851937,-22.7,15.8,Schulze_etal,1996
Indigofera auricoma,C3,-25.5,NA,18.1080622685194,-22.7,15.8,Schulze_etal,1996
Maerua parvifolia,C3,-23.93,NA,16.5380622685194,-22.7,15.8,Schulze_etal,1996
Monechma cleomoides,C3,-22.85,NA,15.4580622685194,-22.7,15.8,Schulze_etal,1996
Petalidium engleranum,C3,-24.31,NA,16.9180622685194,-22.7,15.8,Schulze_etal,1996
Polygala guerichiana,C3,-23.73,NA,16.3380622685194,-22.7,15.8,Schulze_etal,1996
Sarcostemma viminale,CAM,-11.67,NA,4.27806226851937,-22.7,15.8,Schulze_etal,1996
Stipagrostis hirtigluma,C4,-12.02,NA,4.62806226851937,-22.7,15.8,Schulze_etal,1996
Stipagrostis hochstetteriana,C4,-12.5,NA,5.10806226851937,-22.7,15.8,Schulze_etal,1996
Terminalia prunioides,C3,-22.02,NA,14.6280622685194,-22.7,15.8,Schulze_etal,1996
Welwitschia mirabilis,CAM,-21.07,NA,13.6780622685194,-22.7,15.8,Schulze_etal,1996
Zygophyllum simplex,C4,-14.5,NA,7.10806226851937,-22.7,15.8,Schulze_etal,1996
Arthraerua leubnitziae,C3,-22.015,NA,14.6231761959089,-22.5,14.6,Schulze_etal,1996
Celosia spathulifolia,C3,-22.33,NA,14.9381761959089,-22.5,14.6,Schulze_etal,1996
Chascanum garipense,C3,-23.14,NA,15.7481761959089,-22.5,14.6,Schulze_etal,1996
Euphorbia phylloclada,C3,-22.38,NA,14.9881761959089,-22.5,14.6,Schulze_etal,1996
Heliotropium oliveranum,C3,-26.04,NA,18.6481761959089,-22.5,14.6,Schulze_etal,1996
Hermannia solaniflora,C3,-23.41,NA,16.0181761959089,-22.5,14.6,Schulze_etal,1996
Hoodia currorii,CAM,-11.71,NA,4.31817619590892,-22.5,14.6,Schulze_etal,1996
Merremia guerichii,C3,-25.46,NA,18.0681761959089,-22.5,14.6,Schulze_etal,1996
Mollugo cerviana,C4,-12.89,NA,5.49817619590892,-22.5,14.6,Schulze_etal,1996
Odyssea paucinervis,C4,-13.24,NA,5.84817619590892,-22.5,14.6,Schulze_etal,1996
Stipagrostis hochstetteriana,C4,-13.6,NA,6.20817619590892,-22.5,14.6,Schulze_etal,1996
Stipagrostis namibensis,C4,-13.9,NA,6.50817619590892,-22.5,14.6,Schulze_etal,1996
Stipagrostis subacaulis,C4,-13.31,NA,5.91817619590892,-22.5,14.6,Schulze_etal,1996
Stipagrostis uniplumis,C4,-13.38,NA,5.98817619590892,-22.5,14.6,Schulze_etal,1996
Cracca capillipes,C3,-23.23,NA,15.8381761959089,-22.5,14.6,Schulze_etal,1996
Welwitschia mirabilis,CAM,-19.66715,NA,12.2753261959089,-22.5,14.6,Schulze_etal,1996
Tetraena stapfii,C3,-23.775,NA,16.3831761959089,-22.5,14.6,Schulze_etal,1996
Protea laurifolia,C3,-25.71,NA,17.8153076378649,-32,19,Lamont_etal,2002
Protea repens,C3,-25.7,NA,17.8053076378649,-32,19,Lamont_etal,2002
Leucadendron brunioides,C3,-25.205,NA,17.3103076378649,-32,21,Lamont_etal,2002
Leucadendron pubescens,C3,-24.6,NA,16.7053076378649,-32,21,Lamont_etal,2002
Protea glabra,C3,-23.47,NA,15.5753076378649,-32,21,Lamont_etal,2002
Protea laurifolia,C3,-25.23,NA,17.3353076378649,-32,21,Lamont_etal,2002
Alnus crispa,C3,-28.3,NA,20.6344417507071,53.5,-105.75,Brooks_etal,1998
Arctostaphylos densiflora,C3,-30.4,NA,22.7344417507071,53.5,-105.75,Brooks_etal,1998
Cornus canadensis,C3,-28.133,NA,20.4674417507071,53.5,-105.75,Brooks_etal,1998
Fragaria australis,C3,-31,NA,23.3344417507071,53.5,-105.75,Brooks_etal,1998
Gaultheria procumbens,C3,-29.4,NA,21.7344417507071,53.5,-105.75,Brooks_etal,1998
Petasites palmatus,C3,-32.8,NA,25.1344417507071,53.5,-105.75,Brooks_etal,1998
Picea mariana,C3,-26.5,NA,18.8344417507071,53.5,-105.75,Brooks_etal,1998
Pinus banksiana,C3,-24.8,NA,17.1344417507071,53.5,-105.75,Brooks_etal,1998
Populus tremuloides,C3,-28.65,NA,20.9844417507071,53.5,-105.75,Brooks_etal,1998
Pyrola secunda,C3,-31.3,NA,23.6344417507071,53.5,-105.75,Brooks_etal,1998
Rosa acicularis,C3,-30.05,NA,22.3844417507071,53.5,-105.75,Brooks_etal,1998
Salix spp,C3,-29.8,NA,22.1344417507071,53.5,-105.75,Brooks_etal,1998
Vaccinium myrtilloides,C3,-30.1,NA,22.4344417507071,53.5,-105.75,Brooks_etal,1998
Vaccinium minus,C3,-29.05,NA,21.3844417507071,53.5,-105.75,Brooks_etal,1998
Viburnum edule,C3,-27.6,NA,19.9344417507071,53.5,-105.75,Brooks_etal,1998
Acacia rostellifera,C3,-28.3,NA,20.4511710326412,-29.817,115.267,Tennakoon_etal,1997
Santalum acuminatum,C3,-27.775,NA,19.9261710326412,-29.817,115.267,Tennakoon_etal,1997
Leucadendron pubescens,C3,-28.3,NA,20.405242564064,-32.4,19.12,Lamont_etal,2002
Leucadendron xanthoconus,C3,-27.535,NA,19.640242564064,-32.4,19.12,Lamont_etal,2002
Paranomus bracteolaris,C3,-26.35,NA,18.455242564064,-32.4,19.12,Lamont_etal,2002
Protea nitida,C3,-26.595,NA,18.700242564064,-32.4,19.12,Lamont_etal,2002
Acacia robynsiana,C3,-25.82,NA,18.4278948697992,-23,15,Schulze_etal,1996
Cleome suffruticosa,C3,-25.22,NA,17.8278948697992,-23,15,Schulze_etal,1996
Euphorbia phylloclada,C3,-21.995,NA,14.6028948697992,-23,15,Schulze_etal,1996
Gisekia africana,C4,-19.81,NA,12.4178948697992,-23,15,Schulze_etal,1996
Heliotropium oliveranum,C3,-24.14,NA,16.7478948697992,-23,15,Schulze_etal,1996
Monechma genistifolium,C3,-22.6,NA,15.2078948697992,-23,15,Schulze_etal,1996
Monechma debile,C3,-21.5,NA,14.1078948697992,-23,15,Schulze_etal,1996
Sesamum schinzianum,C3,-25.36,NA,17.9678948697992,-23,15,Schulze_etal,1996
Stipagrostis hirtigluma,C4,-12.21,NA,4.81789486979921,-23,15,Schulze_etal,1996
Stipagrostis hochstetteriana,C4,-12.69,NA,5.29789486979921,-23,15,Schulze_etal,1996
Stipagrostis subacaulis,C4,-13.31,NA,5.91789486979921,-23,15,Schulze_etal,1996
Stipagrostis uniplumis,C4,-13.24,NA,5.84789486979921,-23,15,Schulze_etal,1996
Welwitschia mirabilis,CAM,-21.598,NA,14.2058948697992,-23,15,Schulze_etal,1996
Diastella divaricata,C3,-26.16,NA,18.2650941546322,-33.5,18.5,Lamont_etal,2002
Leucadendron laureolum,C3,-26.105,NA,18.2100941546322,-33.5,18.5,Lamont_etal,2002
Leucadendron xanthoconus,C3,-26.95,NA,19.0550941546322,-33.5,18.5,Lamont_etal,2002
Leucospermum conocarpodendron,C3,-25.8,NA,17.9050941546322,-33.5,18.5,Lamont_etal,2002
Leucospermum hypophyllocarpodendron,C3,-27.09,NA,19.1950941546322,-33.5,18.5,Lamont_etal,2002
Mimetes fimbriifolius,C3,-27.525,NA,19.6300941546322,-33.5,18.5,Lamont_etal,2002
Protea speciosa,C3,-25.445,NA,17.5500941546322,-33.5,18.5,Lamont_etal,2002
Serruria hirsuta,C3,-25.83,NA,17.9350941546322,-33.5,18.5,Lamont_etal,2002
Leucadendron foedum,C3,-26.8,NA,18.9052272306812,-32.5,18.5,Lamont_etal,2002
Protea repens,C3,-24.075,NA,16.1802272306812,-32.5,18.5,Lamont_etal,2002
Serruria fucifolia,C3,-25.915,NA,18.0202272306812,-32.5,18.5,Lamont_etal,2002
Dicoma tomentosa,C3,-23.49,NA,16.0978948697992,-23,15.2,Schulze_etal,1996
Enneapogon brachystachyus,C4,-13.26,NA,5.86789486979921,-23,15.2,Schulze_etal,1996
Euphorbia glanduligera,C3,-23.5,NA,16.1078948697992,-23,15.2,Schulze_etal,1996
Geigeria alata,C3,-23.48,NA,16.0878948697992,-23,15.2,Schulze_etal,1996
Kaokochloa nigrirostris,C4,-13,NA,5.60789486979921,-23,15.2,Schulze_etal,1996
Fissenia capensis,C3,-21.28,NA,13.8878948697992,-23,15.2,Schulze_etal,1996
Rhynchelytrum villosum,C4,-12.48,NA,5.08789486979921,-23,15.2,Schulze_etal,1996
Stipagrostis hirtigluma,C4,-12.76,NA,5.36789486979921,-23,15.2,Schulze_etal,1996
Welwitschia mirabilis,CAM,-22.1825,NA,14.7903948697992,-23,15.2,Schulze_etal,1996
Zygophyllum simplex,C4,-13.56,NA,6.16789486979921,-23,15.2,Schulze_etal,1996
Tetraena stapfii,C3,-22.21,NA,14.8178948697992,-23,15.2,Schulze_etal,1996
Leucadendron pubescens,C3,-24.4,NA,16.5052963189383,-32.067,18.333,Lamont_etal,2002
Protea laurifolia,C3,-25.585,NA,17.6902963189383,-32.067,18.333,Lamont_etal,2002
Leucadendron xanthoconus,C3,-28.3,NA,20.4050411975884,-34,18.92,Lamont_etal,2002
Leucospermum conocarpodendron,C3,-27.73,NA,19.8350411975884,-34,18.92,Lamont_etal,2002
Protea neriifolia,C3,-26.225,NA,18.3300411975884,-34,18.92,Lamont_etal,2002
Protea nitida,C3,-25.45,NA,17.5550411975884,-34,18.92,Lamont_etal,2002
Serruria sp,C3,-26.69,NA,18.7950411975884,-34,18.92,Lamont_etal,2002
Arabis alpina,C3,-27.27,19.4,19.4,47,12.6,Korner_etal,1991
Arabis caerulea,C3,-26.93,19.1,19.1,47,12.6,Korner_etal,1991
Artemisia genipi,C3,-26.91,19.1,19.1,47,12.6,Korner_etal,1991
Campanula barbata,C3,-25.52,17.7,17.7,47,12.6,Korner_etal,1991
Carex curvula,C3,-25.49,17.7,17.7,47,12.6,Korner_etal,1991
Cerastium uniflorum,C3,-25.4,17.4,17.55,47,12.6,Korner_etal,1991
Gentiana bavarica,C3,-26.74,18.9,18.9,47,12.6,Korner_etal,1991
Gentiana kochiana,C3,-24.71,16.9,16.9,47,12.6,Korner_etal,1991
Parageum montanum,C3,-25.74,17.9,17.9,47,12.6,Korner_etal,1991
Geum reptans,C3,-25.1,17.3,17.3,47,12.6,Korner_etal,1991
Hutchinsia alpina,C3,-26.57,18.7,18.7,47,12.6,Korner_etal,1991
Scorzoneroides helvetica,C3,-26.97,19.1,19.1,47,12.6,Korner_etal,1991
Leucanthemopsis alpina,C3,-26.79,18.9,18.9,47,12.6,Korner_etal,1991
Linaria alpina,C3,-27.5,19.6,19.6,47,12.6,Korner_etal,1991
Oxyria digyna,C3,-24.95,17.1,17.1,47,12.6,Korner_etal,1991
Pedicularis aspleniifolia,C3,-27.46,19.6,19.6,47,12.6,Korner_etal,1991
Poa altaica,C3,-25.68,17.8,17.8,47,12.6,Korner_etal,1991
Persicaria vivipara,C3,-24.94,17.1,17.1,47,12.6,Korner_etal,1991
Potentilla aurea,C3,-25.95,18.1,18.1,47,12.6,Korner_etal,1991
Potentilla frigida,C3,-26.26,18.4,18.4,47,12.6,Korner_etal,1991
Primula glutinosa,C3,-26.88,19,19,47,12.6,Korner_etal,1991
Beckwithia glacialis,C3,-24.235,16.3,16.45,47,12.6,Korner_etal,1991
Jacobaea persoonii,C3,-27.64,19.8,19.8,47,12.6,Korner_etal,1991
Sibbaldia procumbens,C3,-26.06,18.2,18.2,47,12.6,Korner_etal,1991
Veronica alpestris,C3,-26.61,18.8,18.8,47,12.6,Korner_etal,1991
Veronica bellidioides,C3,-26.12,18.3,18.3,47,12.6,Korner_etal,1991
Carex saxatilis,C3,-28.05797829,NA,20.3091926814907,68.41,18.32,unpub,NA
Juncus monanthos,C3,-29.13128746,NA,21.3825018514907,68.41,18.32,unpub,NA
Luzula alpina,C3,-28.79,NA,21.0412143914907,68.41,18.32,unpub,NA
Matteuccia struthiopteris,C3,-29.24,NA,21.4912143914907,68.41,18.32,unpub,NA
Phleum alpinum,C3,-28.63386233,NA,20.8850767214907,68.41,18.32,unpub,NA
Trollius dschungaricus,C3,-28.28247148,NA,20.5336858714907,68.41,18.32,unpub,NA
Veronica alpina,C3,-27.75333333,NA,20.0045477214907,68.41,18.32,unpub,NA
Juncus arcticus,C3,-28.54910233,NA,20.8001877606896,68.33,18.85,unpub,NA
Rubus chamaemorus,C3,-26.81588378,NA,19.0669692106896,68.33,18.85,unpub,NA
Salix herbacea,C3,-28.43470269,NA,20.6857881206896,68.33,18.85,unpub,NA
Carex anticostensis,C3,-27.85167682,NA,20.1027622506896,68.33,18.85,unpub,NA
Eriophorum angustifolium,C3,-27.5553016,NA,19.8063870306896,68.33,18.85,unpub,NA
Alnus incana,C3,-30.10333333,NA,22.3544187606896,68.33,18.85,unpub,NA
Pedicularis sceptrum-carolinum,C3,-30.51666667,NA,22.7677521006896,68.33,18.85,unpub,NA
Rhodiola atropurpurea,CAM,-29.00666667,NA,21.2577521006896,68.33,18.85,unpub,NA
Solidago calcicola,C3,-30.32899841,NA,22.5800838406896,68.33,18.85,unpub,NA
Achillea millefolium,C3,-31.5392948,NA,23.7903802306896,68.33,18.85,unpub,NA
Anthriscus fumarioides,C3,-30.27409741,NA,22.5251828406896,68.33,18.85,unpub,NA
Astragalus alpinus,C3,-29.56762682,NA,21.8187122506896,68.33,18.85,unpub,NA
Astragalus frigidus,C3,-27.40666667,NA,19.6577521006896,68.33,18.85,unpub,NA
Chamerion angustifolium,C3,-29.19151487,NA,21.4426003006896,68.33,18.85,unpub,NA
Deschampsia cespitosa,C3,-29.8374841,NA,22.0885695306896,68.33,18.85,unpub,NA
Elymus lolioides,C3,-28.72998191,NA,20.9810673406896,68.33,18.85,unpub,NA
Lathyrus hallersteinii,C3,-30.78666667,NA,23.0377521006896,68.33,18.85,unpub,NA
Rumex obtusifolius,C3,-27.37940931,NA,19.6304947406896,68.33,18.85,unpub,NA
Tanacetum siculum,C3,-30.28499678,NA,22.5360822106896,68.33,18.85,unpub,NA
Trifolium foliosum,C3,-31.46333333,NA,23.7144187606896,68.33,18.85,unpub,NA
Arctostaphylos alpina,C3,-30.09063441,NA,22.3417198406896,68.33,18.85,unpub,NA
Bartsia alpina,C3,-28.30742726,NA,20.5585126906896,68.33,18.85,unpub,NA
Betula alpestris,C3,-30.10978863,NA,22.3608740606896,68.33,18.85,unpub,NA
Betula pubescens,C3,-30.57990901,NA,22.8309944406896,68.33,18.85,unpub,NA
Carex capitata,C3,-26.77217705,NA,19.0232624806896,68.33,18.85,unpub,NA
Carex vaginata,C3,-27.00333333,NA,19.2544187606896,68.33,18.85,unpub,NA
Dryas caucasica,C3,-30.10114043,NA,22.3522258606896,68.33,18.85,unpub,NA
Equisetum sylvaticum,C3,-25.74073949,NA,17.9918249206896,68.33,18.85,unpub,NA
Gymnocarpium dryopteris,C3,-29.5663036,NA,21.8173890306896,68.33,18.85,unpub,NA
Juniperus communis,C3,-28.53,NA,20.7810854306896,68.33,18.85,unpub,NA
Orthilia secunda,C3,-28.35618418,NA,20.6072696106896,68.33,18.85,unpub,NA
Pinus sylvestris,C3,-28.57656032,NA,20.8276457506896,68.33,18.85,unpub,NA
Persicaria vivipara,C3,-29.72904426,NA,21.9801296906896,68.33,18.85,unpub,NA
Populus tremula,C3,-29.88799233,NA,22.1390777606896,68.33,18.85,unpub,NA
Salix lapponum,C3,-28.7044252,NA,20.9555106306896,68.33,18.85,unpub,NA
Salix myrsinites,C3,-28.05587392,NA,20.3069593506896,68.33,18.85,unpub,NA
Salix reticulata,C3,-28.05786686,NA,20.3089522906896,68.33,18.85,unpub,NA
Disterigma microphyllum,C3,-30.36100564,NA,22.6120910706896,68.33,18.85,unpub,NA
Angelica sylvestris,C3,-29.98248023,NA,22.2335656606896,68.33,18.85,unpub,NA
Caltha palustris,C3,-28.6819757,NA,20.9330611306896,68.33,18.85,unpub,NA
Filipendula denudata,C3,-29.84884717,NA,22.0999326006896,68.33,18.85,unpub,NA
Geranium sylvaticum,C3,-26.96865126,NA,19.2197366906896,68.33,18.85,unpub,NA
Ribes spicatum,C3,-32.18228997,NA,24.4333754006896,68.33,18.85,unpub,NA
Rubus americanus,C3,-30.57333333,NA,22.8244187606896,68.33,18.85,unpub,NA
Sorbus aucuparia,C3,-30.79333333,NA,23.0444187606896,68.33,18.85,unpub,NA
Dryas integrifolia,C3,-31.4,NA,24.1633261497372,78.45,-76,Blake_etal,1977
Empetrum nigrum,C3,-30.6,NA,23.3633261497372,78.45,-76,Blake_etal,1977
Disterigma microphyllum,C3,-31.6,NA,24.3633261497372,78.45,-76,Blake_etal,1977
Eucalyptus gongylocarpa,C3,-28.76,NA,20.729973113182,-28.401,122.568,Schulze_etal,2006
Eucalyptus rigidula,C3,-27.07666667,NA,19.046639783182,-28.401,122.568,Schulze_etal,2006
Eucalyptus youngiana,C3,-27.53,NA,19.499973113182,-28.401,122.568,Schulze_etal,2006
Eucalyptus gypsophila,C3,-26.17,NA,18.1399223322316,-28.565,120.482,Schulze_etal,2006
Eucalyptus ravida,C3,-24.31,NA,16.2799223322316,-28.565,120.482,Schulze_etal,2006
Calandrinia acaulis,C3,-26.08,18.4,18.4,-26,-67,Korner_etal,1991
Calycera pulvinata,C3,-25.64,17.9,18,-26,-67,Korner_etal,1991
Cerastium sp.,C3,-26.58,18.9,18.9,-26,-67,Korner_etal,1991
Erodium acaule,C3,-26.86,19.2,19.2,-26,-67,Korner_etal,1991
Hypochoeris meyeniana,C3,-26.54,18.9,18.9,-26,-67,Korner_etal,1991
Lepidium meyenii,C3,-26.26,18.6,18.6,-26,-67,Korner_etal,1991
Mancoa hispida,C3,-26.61,19,19,-26,-67,Korner_etal,1991
Nototriche caesia,C3,-25.3,17.7,17.7,-26,-67,Korner_etal,1991
Oenothera nana,C3,-27.13,19.5,19.5,-26,-67,Korner_etal,1991
Parodiodoxa chionophila,C3,-28.05,20.4,20.4,-26,-67,Korner_etal,1991
Perezia sp.,C3,-26.91,19.3,19.3,-26,-67,Korner_etal,1991
Plagiobothrys congestus,C3,-26.27,18.6,18.6,-26,-67,Korner_etal,1991
Poa plicata,C3,-23.82,16.2,16.2,-26,-67,Korner_etal,1991
Poa humilis,C3,-25.35,17.7,17.7,-26,-67,Korner_etal,1991
Poa sp.,C3,-25.68,17.7,18.05,-26,-67,Korner_etal,1991
Ranunculus cymbalaria,C3,-24.95,17.1,17.1,-26,-67,Korner_etal,1991
Senecio burkartii,C3,-27.93,20.3,20.3,-26,-67,Korner_etal,1991
Silene mandonii,C3,-24.77,17.1,17.1,-26,-67,Korner_etal,1991
Valeriana pycnantha,C3,-27.29,19.6,19.6,-26,-67,Korner_etal,1991
Viola rodriguezii-calachaquiensis,C3,-25.47,17.8,17.8,-26,-67,Korner_etal,1991
Werneria heteroloba,C3,-27.18,19.5,19.5,-26,-67,Korner_etal,1991
Acanthopsis disperma,C3,NA,20.4,20.4,-28.23,17.08,Rundel_etal,1999
Aloe ramosissima,CAM,NA,6.5,6.5,-28.23,17.08,Rundel_etal,1999
Aptosimum spinescens,C3,NA,18.1,18.1,-28.23,17.08,Rundel_etal,1999
Astridia longifolia,CAM,NA,8.7,8.7,-28.23,17.08,Rundel_etal,1999
Berkheya fruticosa,C3,NA,18.2,18.2,-28.23,17.08,Rundel_etal,1999
Blepharis capensis,C3,NA,14.5,14.5,-28.23,17.08,Rundel_etal,1999
Boscia albitrunca,C3,NA,18.9,18.9,-28.23,17.08,Rundel_etal,1999
Brownanthus nucifer,CAM,NA,7.1,7.1,-28.23,17.08,Rundel_etal,1999
Cephalophyllum sp.,CAM,NA,10.6,10.6,-28.23,17.08,Rundel_etal,1999
Ceraria fruticulosa,CAM,NA,13.6,13.6,-28.23,17.08,Rundel_etal,1999
Ceraria namaquensis,CAM,NA,14.3,14.3,-28.23,17.08,Rundel_etal,1999
Cheiridopsis robusta,CAM,NA,11.1,11.1,-28.23,17.08,Rundel_etal,1999
Commiphora capensis,C3,NA,18.1,18.1,-28.23,17.08,Rundel_etal,1999
Conophytum sp.,CAM,NA,7.4,7.4,-28.23,17.08,Rundel_etal,1999
Crassula deceptor,CAM,NA,6.8,6.8,-28.23,17.08,Rundel_etal,1999
Crassula fusca,CAM,NA,6.5,6.5,-28.23,17.08,Rundel_etal,1999
Crassula muscosa,CAM,NA,10.6,10.6,-28.23,17.08,Rundel_etal,1999
Crassula rupestris,CAM,NA,7.4,7.4,-28.23,17.08,Rundel_etal,1999
Crassula sericea,CAM,NA,5.6,5.6,-28.23,17.08,Rundel_etal,1999
Crassula sp.,CAM,NA,7,7,-28.23,17.08,Rundel_etal,1999
Crassula subacaulis,CAM,NA,7.7,7.7,-28.23,17.08,Rundel_etal,1999
Didelta carnosa,C3,NA,18.4,18.4,-28.23,17.08,Rundel_etal,1999
Didelta spinosa,C3,NA,17.5,17.5,-28.23,17.08,Rundel_etal,1999
Eberlanzia stylosa,CAM,NA,15,15,-28.23,17.08,Rundel_etal,1999
Euclea pseudebenus,C3,NA,17.8,17.8,-28.23,17.08,Rundel_etal,1999
Euphorbia indecora,CAM,NA,12.2,12.2,-28.23,17.08,Rundel_etal,1999
Euphorbia dregeana,CAM,NA,6.3,6.3,-28.23,17.08,Rundel_etal,1999
Euphorbia hamata,CAM,NA,11.2,11.2,-28.23,17.08,Rundel_etal,1999
Ficus cordata,C3,NA,15.8,15.8,-28.23,17.08,Rundel_etal,1999
Forsskaolea candida,C3,NA,13.8,13.8,-28.23,17.08,Rundel_etal,1999
Galenia sarcophylla,C3,NA,18.7,18.7,-28.23,17.08,Rundel_etal,1999
Gazania lichtensteinii,C3,NA,18,18,-28.23,17.08,Rundel_etal,1999
Hebenstretia sp.,C3,NA,19.7,19.7,-28.23,17.08,Rundel_etal,1999
Heliophila sp.,C3,NA,21,21,-28.23,17.08,Rundel_etal,1999
Hyperia sp.,C3,NA,16.8,16.8,-28.23,17.08,Rundel_etal,1999
Hypertelis salsoloides,C3,NA,15.3,15.3,-28.23,17.08,Rundel_etal,1999
Indigofera sp.,C3,NA,15.2,15.2,-28.23,17.08,Rundel_etal,1999
Jatropha orangeana,C3,NA,16.9,16.9,-28.23,17.08,Rundel_etal,1999
Kaokochloa sp.,C4,NA,5.6,5.6,-28.23,17.08,Rundel_etal,1999
Lachenalia sp.,C3,NA,18.1,18.1,-28.23,17.08,Rundel_etal,1999
Leipoldtia schultzei,CAM,NA,14.9,14.9,-28.23,17.08,Rundel_etal,1999
Leipoldtia weigangiana,C3,NA,18.1,18.1,-28.23,17.08,Rundel_etal,1999
Mesembryanthemum sp.,CAM,NA,9.3,9.3,-28.23,17.08,Rundel_etal,1999
Monechma mollissimum,C3,NA,15.7,15.7,-28.23,17.08,Rundel_etal,1999
Nemesia sp.,C3,NA,17.9,17.9,-28.23,17.08,Rundel_etal,1999
Tripteris polycephala,C3,NA,18.3,18.3,-28.23,17.08,Rundel_etal,1999
Othonna opima,C3,NA,16.9,16.9,-28.23,17.08,Rundel_etal,1999
Othonna sp.,C3,NA,18.4,18.4,-28.23,17.08,Rundel_etal,1999
Oxalis sp.,C3,NA,20.7,20.7,-28.23,17.08,Rundel_etal,1999
Ozoroa concolor,C3,NA,14.8,14.8,-28.23,17.08,Rundel_etal,1999
Pachypodium namaquanum,C3,NA,15.8,15.8,-28.23,17.08,Rundel_etal,1999
Pelargonium crithmifolium,C3,NA,17.5,17.5,-28.23,17.08,Rundel_etal,1999
Pelargonium klinghardtense,C3,NA,17.5,17.5,-28.23,17.08,Rundel_etal,1999
Phyllobolus sinuosus,CAM,NA,13.6,13.6,-28.23,17.08,Rundel_etal,1999
Chascanum garipense,C3,NA,16.6,16.6,-28.23,17.08,Rundel_etal,1999
Rhus populifolia,C3,NA,16.8,16.8,-28.23,17.08,Rundel_etal,1999
Rhus burchellii,C3,NA,15.2,15.2,-28.23,17.08,Rundel_etal,1999
Ruschia schneideriana,CAM,NA,7.9,7.9,-28.23,17.08,Rundel_etal,1999
Ruschia sp. 1,CAM,NA,10.7,10.7,-28.23,17.08,Rundel_etal,1999
Ruschia sp. 2,CAM,NA,10.3,10.3,-28.23,17.08,Rundel_etal,1999
Sarcocaulon crassicaule,C3,NA,18.3,18.3,-28.23,17.08,Rundel_etal,1999
Schotia afra,C3,NA,15.4,15.4,-28.23,17.08,Rundel_etal,1999
Senecio sarcoides,C3,NA,14.7,14.7,-28.23,17.08,Rundel_etal,1999
Kleinia longiflora,CAM,NA,9.9,9.9,-28.23,17.08,Rundel_etal,1999
Solanum sp.,C3,NA,19.2,19.2,-28.23,17.08,Rundel_etal,1999
Stipagrostis sp.,C4,NA,5.5,5.5,-28.23,17.08,Rundel_etal,1999
Stoeberia frutescens,CAM,NA,6.3,6.3,-28.23,17.08,Rundel_etal,1999
Sutera tomentosa,C3,NA,17.1,17.1,-28.23,17.08,Rundel_etal,1999
Tetragonia spicata,C3,NA,15.9,15.9,-28.23,17.08,Rundel_etal,1999
Trachyandra sp.,C3,NA,20.3,20.3,-28.23,17.08,Rundel_etal,1999
Tylecodon bucholzianus,CAM,NA,8.6,8.6,-28.23,17.08,Rundel_etal,1999
Tylecodon paniculatus,CAM,NA,5.5,5.5,-28.23,17.08,Rundel_etal,1999
Tylecodon rubrovenosus,CAM,NA,5.5,5.5,-28.23,17.08,Rundel_etal,1999
Ursinia sp.,C3,NA,20.9,20.9,-28.23,17.08,Rundel_etal,1999
Zygophyllum cordifolium,C3,NA,17.5,17.5,-28.23,17.08,Rundel_etal,1999
Zygophyllum macrocarpon,C3,NA,17.1,17.1,-28.23,17.08,Rundel_etal,1999
Zygophyllum prismatocarpum,C3,NA,15.5,15.5,-28.23,17.08,Rundel_etal,1999
Melica subulata,C3,-33.6,NA,25.9389752307312,55.43,-133.63,Woollers_etal,2007
Calamagrostis canadensis,C3,-28.4,NA,21.3588638816466,58.55,-155.8,Woollers_etal,2007
Poa macrocalyx,C3,-32.4,NA,24.7913638816466,58.55,-152.56,Woollers_etal,2007
Carex mackenziei,C3,-26.9,NA,19.0644938533504,58.61,-153.72,Woollers_etal,2007
Poa eminens,C3,-30.1,NA,22.7642827217881,58.79,-135.03,Woollers_etal,2007
Carex limosa,C3,-25.8,NA,17.9653558610661,59.01,-155.6,Woollers_etal,2007
Carex livida,C3,-27.9,NA,20.0653558610661,59.01,-155.6,Woollers_etal,2007
